令和３年経済センサス‐活動調査　事業所に関する集計－産業横断的集計－事業所数、従業者数,,,,,,,,,
第６－１表　産業(中分類)別民営事業所数、男女別従業者数、常用雇用者数、出向・派遣従業者数及び事業従事者数－全国、都道府県、市区町村,,,,,,,,,
,,,,,,,,,
1) 「従業者数_男女計」など、男女計の人数には男女の別「不詳」を含む,,,,,,,,,
2) 他からの出向・派遣従業者数：出向・派遣の別「不詳」を含む,,,,,,,,,
3) 事業従事者数＝「従業者数」－「うち他への出向・派遣従業者数」＋「他からの出向・派遣従業者数」,,,,,,,,,
,,,,,事業所数,従業者数_男女計,従業者数_男,従業者数_女,従業者数_うち常用雇用者_男女計
,,,,,(事業所),(人),(人),(人),(人)
地域識別コード,地域区分,階層,産業大分類,産業中分類, ,,,,
2,46225_姶良市,2,D,D_建設業,233,"1,572","1,261",310,"1,169"
2,46225_姶良市,4,D,06_総合工事業,110,967,769,198,752
2,46225_姶良市,4,D,07_職別工事業（設備工事業を除く）,63,268,210,57,168
2,46225_姶良市,4,D,08_設備工事業,60,337,282,55,249
2,46225_姶良市,2,E,E_製造業,153,"3,339","1,853","1,479","3,164"
2,46225_姶良市,4,E,09_食料品製造業,31,"1,493",664,829,"1,448"
2,46225_姶良市,4,E,10_飲料・たばこ・飼料製造業,5,61,41,20,57
2,46225_姶良市,4,E,11_繊維工業,4,60,6,47,54
2,46225_姶良市,4,E,12_木材・木製品製造業（家具を除く）,5,16,13,3,13
2,46225_姶良市,4,E,13_家具・装備品製造業,10,45,33,12,27
2,46225_姶良市,4,E,14_パルプ・紙・紙加工品製造業,2,6,3,3,2
2,46225_姶良市,4,E,15_印刷・同関連業,7,78,55,23,73
2,46225_姶良市,4,E,16_化学工業,2,17,11,6,15
2,46225_姶良市,4,E,17_石油製品・石炭製品製造業,4,18,13,5,18
2,46225_姶良市,4,E,18_プラスチック製品製造業（別掲を除く）,4,105,66,39,101
2,46225_姶良市,4,E,19_ゴム製品製造業,1,2,2,-,2
2,46225_姶良市,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
2,46225_姶良市,4,E,21_窯業・土石製品製造業,18,230,195,35,208
2,46225_姶良市,4,E,22_鉄鋼業,-,-,-,-,-
2,46225_姶良市,4,E,23_非鉄金属製造業,1,20,19,1,20
2,46225_姶良市,4,E,24_金属製品製造業,27,271,172,99,244
2,46225_姶良市,4,E,25_はん用機械器具製造業,4,25,16,9,21
2,46225_姶良市,4,E,26_生産用機械器具製造業,5,108,94,14,106
2,46225_姶良市,4,E,27_業務用機械器具製造業,3,158,43,115,155
2,46225_姶良市,4,E,28_電子部品・デバイス・電子回路製造業,4,514,349,165,509
2,46225_姶良市,4,E,29_電気機械器具製造業,1,1,1,-,-
2,46225_姶良市,4,E,30_情報通信機械器具製造業,-,-,-,-,-
2,46225_姶良市,4,E,31_輸送用機械器具製造業,2,43,28,15,39
2,46225_姶良市,4,E,32_その他の製造業,13,68,29,39,52
2,46225_姶良市,2,F,F_電気・ガス・熱供給・水道業,8,33,25,8,29
2,46225_姶良市,4,F,33_電気業,5,9,5,4,7
2,46225_姶良市,4,F,34_ガス業,2,17,14,3,15
2,46225_姶良市,4,F,35_熱供給業,-,-,-,-,-
2,46225_姶良市,4,F,36_水道業,1,7,6,1,7
2,46225_姶良市,2,G,G_情報通信業,14,35,19,16,25
2,46225_姶良市,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,6,20,14,6,16
2,46225_姶良市,4,G1,37_通信業,1,3,1,2,3
2,46225_姶良市,4,G1,38_放送業,1,2,1,1,1
2,46225_姶良市,4,G1,41_映像・音声・文字情報制作業,4,15,12,3,12
2,46225_姶良市,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,8,15,5,10,9
2,46225_姶良市,4,G2,39_情報サービス業,7,14,4,10,9
2,46225_姶良市,4,G2,40_インターネット附随サービス業,1,1,1,-,-
2,46225_姶良市,2,H,H_運輸業，郵便業,71,"2,034","1,532",502,"1,977"
2,46225_姶良市,4,H,42_鉄道業,-,-,-,-,-
2,46225_姶良市,4,H,43_道路旅客運送業,5,106,101,5,101
2,46225_姶良市,4,H,44_道路貨物運送業,59,"1,716","1,317",399,"1,664"
2,46225_姶良市,4,H,45_水運業,-,-,-,-,-
2,46225_姶良市,4,H,46_航空運輸業,-,-,-,-,-
2,46225_姶良市,4,H,47_倉庫業,1,112,29,83,112
2,46225_姶良市,4,H,48_運輸に附帯するサービス業,6,100,85,15,100
2,46225_姶良市,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
2,46225_姶良市,2,I,I_卸売業，小売業,749,"5,280","2,266","2,977","4,503"
2,46225_姶良市,3,I1,I1_卸売業,137,925,637,287,769
2,46225_姶良市,4,I1,50_各種商品卸売業,-,-,-,-,-
2,46225_姶良市,4,I1,51_繊維・衣服等卸売業,2,14,3,11,9
2,46225_姶良市,4,I1,52_飲食料品卸売業,45,420,301,119,369
2,46225_姶良市,4,I1,53_建築材料，鉱物・金属材料等卸売業,37,171,123,48,149
2,46225_姶良市,4,I1,54_機械器具卸売業,28,154,111,43,127
2,46225_姶良市,4,I1,55_その他の卸売業,25,166,99,66,115
2,46225_姶良市,3,I2,I2_小売業,612,"4,355","1,629","2,690","3,734"
2,46225_姶良市,4,I2,56_各種商品小売業,3,234,59,175,234
2,46225_姶良市,4,I2,57_織物・衣服・身の回り品小売業,77,337,69,243,297
2,46225_姶良市,4,I2,58_飲食料品小売業,179,"1,750",521,"1,229","1,542"
2,46225_姶良市,4,I2,59_機械器具小売業,102,525,348,166,405
2,46225_姶良市,4,I2,60_その他の小売業,222,"1,262",545,717,"1,038"
2,46225_姶良市,4,I2,61_無店舗小売業,29,247,87,160,218
2,46225_姶良市,2,J,J_金融業，保険業,36,350,129,221,329
2,46225_姶良市,4,J,62_銀行業,6,90,36,54,90
2,46225_姶良市,4,J,63_協同組織金融業,6,63,35,28,63
2,46225_姶良市,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
2,46225_姶良市,4,J,65_金融商品取引業，商品先物取引業,-,-,-,-,-
2,46225_姶良市,4,J,66_補助的金融業等,-,-,-,-,-
2,46225_姶良市,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,24,197,58,139,176
2,46225_姶良市,2,K,K_不動産業，物品賃貸業,84,263,156,107,177
2,46225_姶良市,3,K1,K1_不動産業,76,204,110,94,120
2,46225_姶良市,4,K1,68_不動産取引業,38,120,74,46,65
2,46225_姶良市,4,K1,69_不動産賃貸業・管理業,38,84,36,48,55
2,46225_姶良市,3,K2,K2_物品賃貸業,8,59,46,13,57
2,46225_姶良市,4,K2,70_物品賃貸業,8,59,46,13,57
2,46225_姶良市,2,L,L_学術研究，専門・技術サービス業,121,409,252,157,278
2,46225_姶良市,4,L,71_学術・開発研究機関,-,-,-,-,-
2,46225_姶良市,4,L,72_専門サービス業（他に分類されないもの）,53,181,105,76,104
2,46225_姶良市,4,L,73_広告業,2,3,2,1,-
2,46225_姶良市,4,L,74_技術サービス業（他に分類されないもの）,66,225,145,80,174
2,46225_姶良市,2,M,M_宿泊業，飲食サービス業,283,"1,932",759,"1,147","1,568"
2,46225_姶良市,3,M1,M1_宿泊業,8,90,46,44,84
2,46225_姶良市,4,M1,75_宿泊業,8,90,46,44,84
2,46225_姶良市,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,275,"1,842",713,"1,103","1,484"
2,46225_姶良市,4,M2,76_飲食店,232,"1,522",573,923,"1,202"
2,46225_姶良市,4,M2,77_持ち帰り・配達飲食サービス業,43,320,140,180,282
2,46225_姶良市,2,N,N_生活関連サービス業，娯楽業,297,"1,707",733,974,"1,377"
2,46225_姶良市,4,N,78_洗濯・理容・美容・浴場業,232,"1,085",434,651,821
2,46225_姶良市,4,N,79_その他の生活関連サービス業,34,163,77,86,136
2,46225_姶良市,4,N,80_娯楽業,31,459,222,237,420
2,46225_姶良市,2,O,O_教育，学習支援業,103,732,212,520,621
2,46225_姶良市,3,O1,O1_教育，学習支援業（学校教育）,17,436,76,360,424
2,46225_姶良市,4,O1,81_学校教育,17,436,76,360,424
2,46225_姶良市,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,86,296,136,160,197
2,46225_姶良市,4,O2,82_その他の教育，学習支援業,86,296,136,160,197
2,46225_姶良市,2,P,P_医療，福祉,333,"6,754","1,819","4,935","6,323"
2,46225_姶良市,4,P,83_医療業,178,"3,964","1,105","2,859","3,657"
2,46225_姶良市,4,P,84_保健衛生,1,4,-,4,2
2,46225_姶良市,4,P,85_社会保険・社会福祉・介護事業,154,"2,786",714,"2,072","2,664"
2,46225_姶良市,2,Q,Q_複合サービス事業,25,370,254,116,353
2,46225_姶良市,3,Q1,Q1_複合サービス事業（郵便局）,21,324,238,86,307
2,46225_姶良市,4,Q1,86_郵便局,21,324,238,86,307
2,46225_姶良市,3,Q2,Q2_複合サービス事業（協同組合）,4,46,16,30,46
2,46225_姶良市,4,Q2,87_協同組合（他に分類されないもの）,4,46,16,30,46
2,46225_姶良市,2,R,R_サービス業（他に分類されないもの）,146,"1,239",769,469,"1,128"
2,46225_姶良市,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,53,234,122,112,211
2,46225_姶良市,4,R1,93_政治・経済・文化団体,24,138,70,68,134
2,46225_姶良市,4,R1,94_宗教,29,96,52,44,77
2,46225_姶良市,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,93,"1,005",647,357,917
2,46225_姶良市,4,R2,88_廃棄物処理業,9,216,192,24,202
2,46225_姶良市,4,R2,89_自動車整備業,32,126,104,22,87
2,46225_姶良市,4,R2,90_機械等修理業（別掲を除く）,8,26,19,7,16
2,46225_姶良市,4,R2,91_職業紹介・労働者派遣業,3,171,81,90,168
2,46225_姶良市,4,R2,92_その他の事業サービス業,38,450,245,204,428
2,46225_姶良市,4,R2,95_その他のサービス業,3,16,6,10,16
3,46303_三島村,1,AR,AR_全産業（S_公務を除く）,24,53,27,26,13
3,46303_三島村,1,AB,AB_農林漁業,1,2,1,1,1
3,46303_三島村,2,A,A_農業，林業,1,2,1,1,1
3,46303_三島村,4,A,01_農業,1,2,1,1,1
3,46303_三島村,4,A,02_林業,-,-,-,-,-
3,46303_三島村,2,B,B_漁業,-,-,-,-,-
3,46303_三島村,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
3,46303_三島村,4,B,04_水産養殖業,-,-,-,-,-
3,46303_三島村,1,CR,CR_非農林漁業（S_公務を除く）,23,51,26,25,12
3,46303_三島村,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
3,46303_三島村,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
3,46303_三島村,2,D,D_建設業,-,-,-,-,-
3,46303_三島村,4,D,06_総合工事業,-,-,-,-,-
3,46303_三島村,4,D,07_職別工事業（設備工事業を除く）,-,-,-,-,-
3,46303_三島村,4,D,08_設備工事業,-,-,-,-,-
3,46303_三島村,2,E,E_製造業,2,12,8,4,7
3,46303_三島村,4,E,09_食料品製造業,2,12,8,4,7
3,46303_三島村,4,E,10_飲料・たばこ・飼料製造業,-,-,-,-,-
3,46303_三島村,4,E,11_繊維工業,-,-,-,-,-
3,46303_三島村,4,E,12_木材・木製品製造業（家具を除く）,-,-,-,-,-
3,46303_三島村,4,E,13_家具・装備品製造業,-,-,-,-,-
3,46303_三島村,4,E,14_パルプ・紙・紙加工品製造業,-,-,-,-,-
3,46303_三島村,4,E,15_印刷・同関連業,-,-,-,-,-
3,46303_三島村,4,E,16_化学工業,-,-,-,-,-
3,46303_三島村,4,E,17_石油製品・石炭製品製造業,-,-,-,-,-
3,46303_三島村,4,E,18_プラスチック製品製造業（別掲を除く）,-,-,-,-,-
3,46303_三島村,4,E,19_ゴム製品製造業,-,-,-,-,-
3,46303_三島村,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
3,46303_三島村,4,E,21_窯業・土石製品製造業,-,-,-,-,-
3,46303_三島村,4,E,22_鉄鋼業,-,-,-,-,-
3,46303_三島村,4,E,23_非鉄金属製造業,-,-,-,-,-
3,46303_三島村,4,E,24_金属製品製造業,-,-,-,-,-
3,46303_三島村,4,E,25_はん用機械器具製造業,-,-,-,-,-
3,46303_三島村,4,E,26_生産用機械器具製造業,-,-,-,-,-
3,46303_三島村,4,E,27_業務用機械器具製造業,-,-,-,-,-
3,46303_三島村,4,E,28_電子部品・デバイス・電子回路製造業,-,-,-,-,-
3,46303_三島村,4,E,29_電気機械器具製造業,-,-,-,-,-
3,46303_三島村,4,E,30_情報通信機械器具製造業,-,-,-,-,-
3,46303_三島村,4,E,31_輸送用機械器具製造業,-,-,-,-,-
3,46303_三島村,4,E,32_その他の製造業,-,-,-,-,-
3,46303_三島村,2,F,F_電気・ガス・熱供給・水道業,-,-,-,-,-
3,46303_三島村,4,F,33_電気業,-,-,-,-,-
3,46303_三島村,4,F,34_ガス業,-,-,-,-,-
3,46303_三島村,4,F,35_熱供給業,-,-,-,-,-
3,46303_三島村,4,F,36_水道業,-,-,-,-,-
3,46303_三島村,2,G,G_情報通信業,-,-,-,-,-
3,46303_三島村,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,-,-,-,-,-
3,46303_三島村,4,G1,37_通信業,-,-,-,-,-
3,46303_三島村,4,G1,38_放送業,-,-,-,-,-
3,46303_三島村,4,G1,41_映像・音声・文字情報制作業,-,-,-,-,-
3,46303_三島村,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,-,-,-,-,-
3,46303_三島村,4,G2,39_情報サービス業,-,-,-,-,-
3,46303_三島村,4,G2,40_インターネット附随サービス業,-,-,-,-,-
3,46303_三島村,2,H,H_運輸業，郵便業,-,-,-,-,-
3,46303_三島村,4,H,42_鉄道業,-,-,-,-,-
3,46303_三島村,4,H,43_道路旅客運送業,-,-,-,-,-
3,46303_三島村,4,H,44_道路貨物運送業,-,-,-,-,-
3,46303_三島村,4,H,45_水運業,-,-,-,-,-
3,46303_三島村,4,H,46_航空運輸業,-,-,-,-,-
3,46303_三島村,4,H,47_倉庫業,-,-,-,-,-
3,46303_三島村,4,H,48_運輸に附帯するサービス業,-,-,-,-,-
3,46303_三島村,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
3,46303_三島村,2,I,I_卸売業，小売業,8,16,8,8,-
3,46303_三島村,3,I1,I1_卸売業,-,-,-,-,-
3,46303_三島村,4,I1,50_各種商品卸売業,-,-,-,-,-
3,46303_三島村,4,I1,51_繊維・衣服等卸売業,-,-,-,-,-
3,46303_三島村,4,I1,52_飲食料品卸売業,-,-,-,-,-
3,46303_三島村,4,I1,53_建築材料，鉱物・金属材料等卸売業,-,-,-,-,-
3,46303_三島村,4,I1,54_機械器具卸売業,-,-,-,-,-
3,46303_三島村,4,I1,55_その他の卸売業,-,-,-,-,-
3,46303_三島村,3,I2,I2_小売業,8,16,8,8,-
3,46303_三島村,4,I2,56_各種商品小売業,-,-,-,-,-
3,46303_三島村,4,I2,57_織物・衣服・身の回り品小売業,-,-,-,-,-
3,46303_三島村,4,I2,58_飲食料品小売業,7,15,7,8,-
3,46303_三島村,4,I2,59_機械器具小売業,-,-,-,-,-
3,46303_三島村,4,I2,60_その他の小売業,1,1,1,-,-
3,46303_三島村,4,I2,61_無店舗小売業,-,-,-,-,-
3,46303_三島村,2,J,J_金融業，保険業,-,-,-,-,-
3,46303_三島村,4,J,62_銀行業,-,-,-,-,-
3,46303_三島村,4,J,63_協同組織金融業,-,-,-,-,-
3,46303_三島村,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
3,46303_三島村,4,J,65_金融商品取引業，商品先物取引業,-,-,-,-,-
3,46303_三島村,4,J,66_補助的金融業等,-,-,-,-,-
3,46303_三島村,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,-,-,-,-,-
3,46303_三島村,2,K,K_不動産業，物品賃貸業,-,-,-,-,-
3,46303_三島村,3,K1,K1_不動産業,-,-,-,-,-
3,46303_三島村,4,K1,68_不動産取引業,-,-,-,-,-
3,46303_三島村,4,K1,69_不動産賃貸業・管理業,-,-,-,-,-
3,46303_三島村,3,K2,K2_物品賃貸業,-,-,-,-,-
3,46303_三島村,4,K2,70_物品賃貸業,-,-,-,-,-
3,46303_三島村,2,L,L_学術研究，専門・技術サービス業,1,1,1,-,-
3,46303_三島村,4,L,71_学術・開発研究機関,-,-,-,-,-
3,46303_三島村,4,L,72_専門サービス業（他に分類されないもの）,1,1,1,-,-
3,46303_三島村,4,L,73_広告業,-,-,-,-,-
3,46303_三島村,4,L,74_技術サービス業（他に分類されないもの）,-,-,-,-,-
3,46303_三島村,2,M,M_宿泊業，飲食サービス業,11,19,7,12,2
3,46303_三島村,3,M1,M1_宿泊業,11,19,7,12,2
3,46303_三島村,4,M1,75_宿泊業,11,19,7,12,2
3,46303_三島村,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,-,-,-,-,-
3,46303_三島村,4,M2,76_飲食店,-,-,-,-,-
3,46303_三島村,4,M2,77_持ち帰り・配達飲食サービス業,-,-,-,-,-
3,46303_三島村,2,N,N_生活関連サービス業，娯楽業,-,-,-,-,-
3,46303_三島村,4,N,78_洗濯・理容・美容・浴場業,-,-,-,-,-
3,46303_三島村,4,N,79_その他の生活関連サービス業,-,-,-,-,-
3,46303_三島村,4,N,80_娯楽業,-,-,-,-,-
3,46303_三島村,2,O,O_教育，学習支援業,-,-,-,-,-
3,46303_三島村,3,O1,O1_教育，学習支援業（学校教育）,-,-,-,-,-
3,46303_三島村,4,O1,81_学校教育,-,-,-,-,-
3,46303_三島村,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,-,-,-,-,-
3,46303_三島村,4,O2,82_その他の教育，学習支援業,-,-,-,-,-
3,46303_三島村,2,P,P_医療，福祉,-,-,-,-,-
3,46303_三島村,4,P,83_医療業,-,-,-,-,-
3,46303_三島村,4,P,84_保健衛生,-,-,-,-,-
3,46303_三島村,4,P,85_社会保険・社会福祉・介護事業,-,-,-,-,-
3,46303_三島村,2,Q,Q_複合サービス事業,1,3,2,1,3
3,46303_三島村,3,Q1,Q1_複合サービス事業（郵便局）,1,3,2,1,3
3,46303_三島村,4,Q1,86_郵便局,1,3,2,1,3
3,46303_三島村,3,Q2,Q2_複合サービス事業（協同組合）,-,-,-,-,-
3,46303_三島村,4,Q2,87_協同組合（他に分類されないもの）,-,-,-,-,-
3,46303_三島村,2,R,R_サービス業（他に分類されないもの）,-,-,-,-,-
3,46303_三島村,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,-,-,-,-,-
3,46303_三島村,4,R1,93_政治・経済・文化団体,-,-,-,-,-
3,46303_三島村,4,R1,94_宗教,-,-,-,-,-
3,46303_三島村,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,-,-,-,-,-
3,46303_三島村,4,R2,88_廃棄物処理業,-,-,-,-,-
3,46303_三島村,4,R2,89_自動車整備業,-,-,-,-,-
3,46303_三島村,4,R2,90_機械等修理業（別掲を除く）,-,-,-,-,-
3,46303_三島村,4,R2,91_職業紹介・労働者派遣業,-,-,-,-,-
3,46303_三島村,4,R2,92_その他の事業サービス業,-,-,-,-,-
3,46303_三島村,4,R2,95_その他のサービス業,-,-,-,-,-
3,46304_十島村,1,AR,AR_全産業（S_公務を除く）,46,102,49,53,36
3,46304_十島村,1,AB,AB_農林漁業,-,-,-,-,-
3,46304_十島村,2,A,A_農業，林業,-,-,-,-,-
3,46304_十島村,4,A,01_農業,-,-,-,-,-
3,46304_十島村,4,A,02_林業,-,-,-,-,-
3,46304_十島村,2,B,B_漁業,-,-,-,-,-
3,46304_十島村,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
3,46304_十島村,4,B,04_水産養殖業,-,-,-,-,-
3,46304_十島村,1,CR,CR_非農林漁業（S_公務を除く）,46,102,49,53,36
3,46304_十島村,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
3,46304_十島村,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
3,46304_十島村,2,D,D_建設業,-,-,-,-,-
3,46304_十島村,4,D,06_総合工事業,-,-,-,-,-
3,46304_十島村,4,D,07_職別工事業（設備工事業を除く）,-,-,-,-,-
3,46304_十島村,4,D,08_設備工事業,-,-,-,-,-
3,46304_十島村,2,E,E_製造業,6,14,7,7,4
3,46304_十島村,4,E,09_食料品製造業,5,12,6,6,4
3,46304_十島村,4,E,10_飲料・たばこ・飼料製造業,-,-,-,-,-
3,46304_十島村,4,E,11_繊維工業,-,-,-,-,-
3,46304_十島村,4,E,12_木材・木製品製造業（家具を除く）,-,-,-,-,-
3,46304_十島村,4,E,13_家具・装備品製造業,-,-,-,-,-
3,46304_十島村,4,E,14_パルプ・紙・紙加工品製造業,-,-,-,-,-
3,46304_十島村,4,E,15_印刷・同関連業,-,-,-,-,-
3,46304_十島村,4,E,16_化学工業,1,2,1,1,-
3,46304_十島村,4,E,17_石油製品・石炭製品製造業,-,-,-,-,-
3,46304_十島村,4,E,18_プラスチック製品製造業（別掲を除く）,-,-,-,-,-
3,46304_十島村,4,E,19_ゴム製品製造業,-,-,-,-,-
3,46304_十島村,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
3,46304_十島村,4,E,21_窯業・土石製品製造業,-,-,-,-,-
3,46304_十島村,4,E,22_鉄鋼業,-,-,-,-,-
3,46304_十島村,4,E,23_非鉄金属製造業,-,-,-,-,-
3,46304_十島村,4,E,24_金属製品製造業,-,-,-,-,-
3,46304_十島村,4,E,25_はん用機械器具製造業,-,-,-,-,-
3,46304_十島村,4,E,26_生産用機械器具製造業,-,-,-,-,-
3,46304_十島村,4,E,27_業務用機械器具製造業,-,-,-,-,-
3,46304_十島村,4,E,28_電子部品・デバイス・電子回路製造業,-,-,-,-,-
3,46304_十島村,4,E,29_電気機械器具製造業,-,-,-,-,-
3,46304_十島村,4,E,30_情報通信機械器具製造業,-,-,-,-,-
3,46304_十島村,4,E,31_輸送用機械器具製造業,-,-,-,-,-
3,46304_十島村,4,E,32_その他の製造業,-,-,-,-,-
3,46304_十島村,2,F,F_電気・ガス・熱供給・水道業,-,-,-,-,-
3,46304_十島村,4,F,33_電気業,-,-,-,-,-
3,46304_十島村,4,F,34_ガス業,-,-,-,-,-
3,46304_十島村,4,F,35_熱供給業,-,-,-,-,-
3,46304_十島村,4,F,36_水道業,-,-,-,-,-
3,46304_十島村,2,G,G_情報通信業,-,-,-,-,-
3,46304_十島村,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,-,-,-,-,-
3,46304_十島村,4,G1,37_通信業,-,-,-,-,-
3,46304_十島村,4,G1,38_放送業,-,-,-,-,-
3,46304_十島村,4,G1,41_映像・音声・文字情報制作業,-,-,-,-,-
3,46304_十島村,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,-,-,-,-,-
3,46304_十島村,4,G2,39_情報サービス業,-,-,-,-,-
3,46304_十島村,4,G2,40_インターネット附随サービス業,-,-,-,-,-
3,46304_十島村,2,H,H_運輸業，郵便業,-,-,-,-,-
3,46304_十島村,4,H,42_鉄道業,-,-,-,-,-
3,46304_十島村,4,H,43_道路旅客運送業,-,-,-,-,-
3,46304_十島村,4,H,44_道路貨物運送業,-,-,-,-,-
3,46304_十島村,4,H,45_水運業,-,-,-,-,-
3,46304_十島村,4,H,46_航空運輸業,-,-,-,-,-
3,46304_十島村,4,H,47_倉庫業,-,-,-,-,-
3,46304_十島村,4,H,48_運輸に附帯するサービス業,-,-,-,-,-
3,46304_十島村,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
3,46304_十島村,2,I,I_卸売業，小売業,5,16,13,3,5
3,46304_十島村,3,I1,I1_卸売業,-,-,-,-,-
3,46304_十島村,4,I1,50_各種商品卸売業,-,-,-,-,-
3,46304_十島村,4,I1,51_繊維・衣服等卸売業,-,-,-,-,-
3,46304_十島村,4,I1,52_飲食料品卸売業,-,-,-,-,-
3,46304_十島村,4,I1,53_建築材料，鉱物・金属材料等卸売業,-,-,-,-,-
3,46304_十島村,4,I1,54_機械器具卸売業,-,-,-,-,-
3,46304_十島村,4,I1,55_その他の卸売業,-,-,-,-,-
3,46304_十島村,3,I2,I2_小売業,5,16,13,3,5
3,46304_十島村,4,I2,56_各種商品小売業,-,-,-,-,-
3,46304_十島村,4,I2,57_織物・衣服・身の回り品小売業,-,-,-,-,-
3,46304_十島村,4,I2,58_飲食料品小売業,2,11,9,2,5
3,46304_十島村,4,I2,59_機械器具小売業,-,-,-,-,-
3,46304_十島村,4,I2,60_その他の小売業,3,5,4,1,-
3,46304_十島村,4,I2,61_無店舗小売業,-,-,-,-,-
3,46304_十島村,2,J,J_金融業，保険業,-,-,-,-,-
3,46304_十島村,4,J,62_銀行業,-,-,-,-,-
3,46304_十島村,4,J,63_協同組織金融業,-,-,-,-,-
3,46304_十島村,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
3,46304_十島村,4,J,65_金融商品取引業，商品先物取引業,-,-,-,-,-
3,46304_十島村,4,J,66_補助的金融業等,-,-,-,-,-
3,46304_十島村,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,-,-,-,-,-
3,46304_十島村,2,K,K_不動産業，物品賃貸業,-,-,-,-,-
3,46304_十島村,3,K1,K1_不動産業,-,-,-,-,-
3,46304_十島村,4,K1,68_不動産取引業,-,-,-,-,-
3,46304_十島村,4,K1,69_不動産賃貸業・管理業,-,-,-,-,-
3,46304_十島村,3,K2,K2_物品賃貸業,-,-,-,-,-
3,46304_十島村,4,K2,70_物品賃貸業,-,-,-,-,-
3,46304_十島村,2,L,L_学術研究，専門・技術サービス業,-,-,-,-,-
3,46304_十島村,4,L,71_学術・開発研究機関,-,-,-,-,-
3,46304_十島村,4,L,72_専門サービス業（他に分類されないもの）,-,-,-,-,-
3,46304_十島村,4,L,73_広告業,-,-,-,-,-
3,46304_十島村,4,L,74_技術サービス業（他に分類されないもの）,-,-,-,-,-
3,46304_十島村,2,M,M_宿泊業，飲食サービス業,27,50,19,31,7
3,46304_十島村,3,M1,M1_宿泊業,27,50,19,31,7
3,46304_十島村,4,M1,75_宿泊業,27,50,19,31,7
3,46304_十島村,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,-,-,-,-,-
3,46304_十島村,4,M2,76_飲食店,-,-,-,-,-
3,46304_十島村,4,M2,77_持ち帰り・配達飲食サービス業,-,-,-,-,-
3,46304_十島村,2,N,N_生活関連サービス業，娯楽業,-,-,-,-,-
3,46304_十島村,4,N,78_洗濯・理容・美容・浴場業,-,-,-,-,-
3,46304_十島村,4,N,79_その他の生活関連サービス業,-,-,-,-,-
3,46304_十島村,4,N,80_娯楽業,-,-,-,-,-
3,46304_十島村,2,O,O_教育，学習支援業,-,-,-,-,-
3,46304_十島村,3,O1,O1_教育，学習支援業（学校教育）,-,-,-,-,-
3,46304_十島村,4,O1,81_学校教育,-,-,-,-,-
3,46304_十島村,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,-,-,-,-,-
3,46304_十島村,4,O2,82_その他の教育，学習支援業,-,-,-,-,-
3,46304_十島村,2,P,P_医療，福祉,1,3,-,3,3
3,46304_十島村,4,P,83_医療業,-,-,-,-,-
3,46304_十島村,4,P,84_保健衛生,-,-,-,-,-
3,46304_十島村,4,P,85_社会保険・社会福祉・介護事業,1,3,-,3,3
3,46304_十島村,2,Q,Q_複合サービス事業,7,19,10,9,17
3,46304_十島村,3,Q1,Q1_複合サービス事業（郵便局）,7,19,10,9,17
3,46304_十島村,4,Q1,86_郵便局,7,19,10,9,17
3,46304_十島村,3,Q2,Q2_複合サービス事業（協同組合）,-,-,-,-,-
