令和３年経済センサス‐活動調査　事業所に関する集計－産業横断的集計－事業所数、従業者数,,,,,,,,,
第６－１表　産業(中分類)別民営事業所数、男女別従業者数、常用雇用者数、出向・派遣従業者数及び事業従事者数－全国、都道府県、市区町村,,,,,,,,,
,,,,,,,,,
1) 「従業者数_男女計」など、男女計の人数には男女の別「不詳」を含む,,,,,,,,,
2) 他からの出向・派遣従業者数：出向・派遣の別「不詳」を含む,,,,,,,,,
3) 事業従事者数＝「従業者数」－「うち他への出向・派遣従業者数」＋「他からの出向・派遣従業者数」,,,,,,,,,
,,,,,事業所数,従業者数_男女計,従業者数_男,従業者数_女,従業者数_うち常用雇用者_男女計
,,,,,(事業所),(人),(人),(人),(人)
地域識別コード,地域区分,階層,産業大分類,産業中分類, ,,,,
3,46304_十島村,4,Q2,87_協同組合（他に分類されないもの）,-,-,-,-,-
3,46304_十島村,2,R,R_サービス業（他に分類されないもの）,-,-,-,-,-
3,46304_十島村,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,-,-,-,-,-
3,46304_十島村,4,R1,93_政治・経済・文化団体,-,-,-,-,-
3,46304_十島村,4,R1,94_宗教,-,-,-,-,-
3,46304_十島村,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,-,-,-,-,-
3,46304_十島村,4,R2,88_廃棄物処理業,-,-,-,-,-
3,46304_十島村,4,R2,89_自動車整備業,-,-,-,-,-
3,46304_十島村,4,R2,90_機械等修理業（別掲を除く）,-,-,-,-,-
3,46304_十島村,4,R2,91_職業紹介・労働者派遣業,-,-,-,-,-
3,46304_十島村,4,R2,92_その他の事業サービス業,-,-,-,-,-
3,46304_十島村,4,R2,95_その他のサービス業,-,-,-,-,-
3,46392_さつま町,1,AR,AR_全産業（S_公務を除く）,"1,071","9,046","4,475","4,570","7,258"
3,46392_さつま町,1,AB,AB_農林漁業,56,490,302,188,344
3,46392_さつま町,2,A,A_農業，林業,54,474,289,185,340
3,46392_さつま町,4,A,01_農業,46,417,236,181,300
3,46392_さつま町,4,A,02_林業,8,57,53,4,40
3,46392_さつま町,2,B,B_漁業,2,16,13,3,4
3,46392_さつま町,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
3,46392_さつま町,4,B,04_水産養殖業,2,16,13,3,4
3,46392_さつま町,1,CR,CR_非農林漁業（S_公務を除く）,"1,015","8,556","4,173","4,382","6,914"
3,46392_さつま町,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
3,46392_さつま町,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
3,46392_さつま町,2,D,D_建設業,86,516,425,90,376
3,46392_さつま町,4,D,06_総合工事業,50,395,324,71,308
3,46392_さつま町,4,D,07_職別工事業（設備工事業を除く）,20,55,46,9,23
3,46392_さつま町,4,D,08_設備工事業,16,66,55,10,45
3,46392_さつま町,2,E,E_製造業,118,"2,418","1,420",998,"2,182"
3,46392_さつま町,4,E,09_食料品製造業,23,713,230,483,653
3,46392_さつま町,4,E,10_飲料・たばこ・飼料製造業,22,104,67,37,43
3,46392_さつま町,4,E,11_繊維工業,3,88,6,82,86
3,46392_さつま町,4,E,12_木材・木製品製造業（家具を除く）,14,109,78,31,86
3,46392_さつま町,4,E,13_家具・装備品製造業,5,9,6,3,3
3,46392_さつま町,4,E,14_パルプ・紙・紙加工品製造業,1,12,8,4,12
3,46392_さつま町,4,E,15_印刷・同関連業,3,11,5,6,5
3,46392_さつま町,4,E,16_化学工業,1,5,3,2,5
3,46392_さつま町,4,E,17_石油製品・石炭製品製造業,1,5,3,2,5
3,46392_さつま町,4,E,18_プラスチック製品製造業（別掲を除く）,-,-,-,-,-
3,46392_さつま町,4,E,19_ゴム製品製造業,-,-,-,-,-
3,46392_さつま町,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
3,46392_さつま町,4,E,21_窯業・土石製品製造業,11,189,95,94,173
3,46392_さつま町,4,E,22_鉄鋼業,-,-,-,-,-
3,46392_さつま町,4,E,23_非鉄金属製造業,-,-,-,-,-
3,46392_さつま町,4,E,24_金属製品製造業,7,104,85,19,88
3,46392_さつま町,4,E,25_はん用機械器具製造業,2,5,3,2,2
3,46392_さつま町,4,E,26_生産用機械器具製造業,13,263,240,23,238
3,46392_さつま町,4,E,27_業務用機械器具製造業,-,-,-,-,-
3,46392_さつま町,4,E,28_電子部品・デバイス・電子回路製造業,3,206,80,126,201
3,46392_さつま町,4,E,29_電気機械器具製造業,6,564,482,82,555
3,46392_さつま町,4,E,30_情報通信機械器具製造業,1,23,23,-,23
3,46392_さつま町,4,E,31_輸送用機械器具製造業,-,-,-,-,-
3,46392_さつま町,4,E,32_その他の製造業,2,8,6,2,4
3,46392_さつま町,2,F,F_電気・ガス・熱供給・水道業,4,12,9,3,7
3,46392_さつま町,4,F,33_電気業,4,12,9,3,7
3,46392_さつま町,4,F,34_ガス業,-,-,-,-,-
3,46392_さつま町,4,F,35_熱供給業,-,-,-,-,-
3,46392_さつま町,4,F,36_水道業,-,-,-,-,-
3,46392_さつま町,2,G,G_情報通信業,1,1,1,-,1
3,46392_さつま町,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,1,1,1,-,1
3,46392_さつま町,4,G1,37_通信業,-,-,-,-,-
3,46392_さつま町,4,G1,38_放送業,-,-,-,-,-
3,46392_さつま町,4,G1,41_映像・音声・文字情報制作業,1,1,1,-,1
3,46392_さつま町,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,-,-,-,-,-
3,46392_さつま町,4,G2,39_情報サービス業,-,-,-,-,-
3,46392_さつま町,4,G2,40_インターネット附随サービス業,-,-,-,-,-
3,46392_さつま町,2,H,H_運輸業，郵便業,12,150,109,41,132
3,46392_さつま町,4,H,42_鉄道業,-,-,-,-,-
3,46392_さつま町,4,H,43_道路旅客運送業,3,29,23,6,25
3,46392_さつま町,4,H,44_道路貨物運送業,8,120,85,35,106
3,46392_さつま町,4,H,45_水運業,-,-,-,-,-
3,46392_さつま町,4,H,46_航空運輸業,-,-,-,-,-
3,46392_さつま町,4,H,47_倉庫業,1,1,1,-,1
3,46392_さつま町,4,H,48_運輸に附帯するサービス業,-,-,-,-,-
3,46392_さつま町,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
3,46392_さつま町,2,I,I_卸売業，小売業,263,"1,225",606,619,877
3,46392_さつま町,3,I1,I1_卸売業,30,164,111,53,121
3,46392_さつま町,4,I1,50_各種商品卸売業,-,-,-,-,-
3,46392_さつま町,4,I1,51_繊維・衣服等卸売業,-,-,-,-,-
3,46392_さつま町,4,I1,52_飲食料品卸売業,9,54,35,19,32
3,46392_さつま町,4,I1,53_建築材料，鉱物・金属材料等卸売業,10,57,41,16,52
3,46392_さつま町,4,I1,54_機械器具卸売業,2,7,5,2,7
3,46392_さつま町,4,I1,55_その他の卸売業,9,46,30,16,30
3,46392_さつま町,3,I2,I2_小売業,233,"1,061",495,566,756
3,46392_さつま町,4,I2,56_各種商品小売業,1,84,20,64,84
3,46392_さつま町,4,I2,57_織物・衣服・身の回り品小売業,17,37,15,22,13
3,46392_さつま町,4,I2,58_飲食料品小売業,75,405,158,247,309
3,46392_さつま町,4,I2,59_機械器具小売業,36,102,68,34,37
3,46392_さつま町,4,I2,60_その他の小売業,100,420,227,193,303
3,46392_さつま町,4,I2,61_無店舗小売業,4,13,7,6,10
3,46392_さつま町,2,J,J_金融業，保険業,13,112,50,62,109
3,46392_さつま町,4,J,62_銀行業,2,27,11,16,27
3,46392_さつま町,4,J,63_協同組織金融業,2,10,6,4,10
3,46392_さつま町,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
3,46392_さつま町,4,J,65_金融商品取引業，商品先物取引業,-,-,-,-,-
3,46392_さつま町,4,J,66_補助的金融業等,-,-,-,-,-
3,46392_さつま町,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,9,75,33,42,72
3,46392_さつま町,2,K,K_不動産業，物品賃貸業,34,77,40,37,30
3,46392_さつま町,3,K1,K1_不動産業,26,47,22,25,8
3,46392_さつま町,4,K1,68_不動産取引業,3,6,2,4,3
3,46392_さつま町,4,K1,69_不動産賃貸業・管理業,23,41,20,21,5
3,46392_さつま町,3,K2,K2_物品賃貸業,8,30,18,12,22
3,46392_さつま町,4,K2,70_物品賃貸業,8,30,18,12,22
3,46392_さつま町,2,L,L_学術研究，専門・技術サービス業,30,72,50,22,37
3,46392_さつま町,4,L,71_学術・開発研究機関,-,-,-,-,-
3,46392_さつま町,4,L,72_専門サービス業（他に分類されないもの）,11,21,13,8,7
3,46392_さつま町,4,L,73_広告業,-,-,-,-,-
3,46392_さつま町,4,L,74_技術サービス業（他に分類されないもの）,19,51,37,14,30
3,46392_さつま町,2,M,M_宿泊業，飲食サービス業,113,482,180,302,313
3,46392_さつま町,3,M1,M1_宿泊業,17,110,40,70,73
3,46392_さつま町,4,M1,75_宿泊業,17,110,40,70,73
3,46392_さつま町,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,96,372,140,232,240
3,46392_さつま町,4,M2,76_飲食店,83,283,118,165,160
3,46392_さつま町,4,M2,77_持ち帰り・配達飲食サービス業,13,89,22,67,80
3,46392_さつま町,2,N,N_生活関連サービス業，娯楽業,121,361,161,200,193
3,46392_さつま町,4,N,78_洗濯・理容・美容・浴場業,86,163,59,104,50
3,46392_さつま町,4,N,79_その他の生活関連サービス業,24,78,45,33,28
3,46392_さつま町,4,N,80_娯楽業,11,120,57,63,115
3,46392_さつま町,2,O,O_教育，学習支援業,27,90,18,72,64
3,46392_さつま町,3,O1,O1_教育，学習支援業（学校教育）,3,51,4,47,50
3,46392_さつま町,4,O1,81_学校教育,3,51,4,47,50
3,46392_さつま町,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,24,39,14,25,14
3,46392_さつま町,4,O2,82_その他の教育，学習支援業,24,39,14,25,14
3,46392_さつま町,2,P,P_医療，福祉,94,"2,102",570,"1,532","1,803"
3,46392_さつま町,4,P,83_医療業,38,958,287,671,868
3,46392_さつま町,4,P,84_保健衛生,2,3,3,-,1
3,46392_さつま町,4,P,85_社会保険・社会福祉・介護事業,54,"1,141",280,861,934
3,46392_さつま町,2,Q,Q_複合サービス事業,24,267,147,120,224
3,46392_さつま町,3,Q1,Q1_複合サービス事業（郵便局）,18,72,30,42,55
3,46392_さつま町,4,Q1,86_郵便局,18,72,30,42,55
3,46392_さつま町,3,Q2,Q2_複合サービス事業（協同組合）,6,195,117,78,169
3,46392_さつま町,4,Q2,87_協同組合（他に分類されないもの）,6,195,117,78,169
3,46392_さつま町,2,R,R_サービス業（他に分類されないもの）,75,671,387,284,566
3,46392_さつま町,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,30,97,64,33,54
3,46392_さつま町,4,R1,93_政治・経済・文化団体,7,26,13,13,25
3,46392_さつま町,4,R1,94_宗教,23,71,51,20,29
3,46392_さつま町,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,45,574,323,251,512
3,46392_さつま町,4,R2,88_廃棄物処理業,5,67,62,5,64
3,46392_さつま町,4,R2,89_自動車整備業,22,49,37,12,15
3,46392_さつま町,4,R2,90_機械等修理業（別掲を除く）,3,9,7,2,5
3,46392_さつま町,4,R2,91_職業紹介・労働者派遣業,5,274,168,106,269
3,46392_さつま町,4,R2,92_その他の事業サービス業,10,175,49,126,159
3,46392_さつま町,4,R2,95_その他のサービス業,-,-,-,-,-
3,46404_長島町,1,AR,AR_全産業（S_公務を除く）,453,"3,064","1,724","1,338","2,165"
3,46404_長島町,1,AB,AB_農林漁業,72,578,407,171,317
3,46404_長島町,2,A,A_農業，林業,31,267,190,77,185
3,46404_長島町,4,A,01_農業,29,255,181,74,175
3,46404_長島町,4,A,02_林業,2,12,9,3,10
3,46404_長島町,2,B,B_漁業,41,311,217,94,132
3,46404_長島町,4,B,03_漁業（水産養殖業を除く）,4,30,19,11,14
3,46404_長島町,4,B,04_水産養殖業,37,281,198,83,118
3,46404_長島町,1,CR,CR_非農林漁業（S_公務を除く）,381,"2,486","1,317","1,167","1,848"
3,46404_長島町,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
3,46404_長島町,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
3,46404_長島町,2,D,D_建設業,57,389,292,97,253
3,46404_長島町,4,D,06_総合工事業,37,322,237,85,224
3,46404_長島町,4,D,07_職別工事業（設備工事業を除く）,13,43,36,7,20
3,46404_長島町,4,D,08_設備工事業,7,24,19,5,9
3,46404_長島町,2,E,E_製造業,44,336,173,163,254
3,46404_長島町,4,E,09_食料品製造業,16,165,69,96,135
3,46404_長島町,4,E,10_飲料・たばこ・飼料製造業,11,89,63,26,62
3,46404_長島町,4,E,11_繊維工業,3,31,2,29,31
3,46404_長島町,4,E,12_木材・木製品製造業（家具を除く）,2,4,3,1,-
3,46404_長島町,4,E,13_家具・装備品製造業,1,2,1,1,1
3,46404_長島町,4,E,14_パルプ・紙・紙加工品製造業,-,-,-,-,-
3,46404_長島町,4,E,15_印刷・同関連業,-,-,-,-,-
3,46404_長島町,4,E,16_化学工業,-,-,-,-,-
3,46404_長島町,4,E,17_石油製品・石炭製品製造業,-,-,-,-,-
3,46404_長島町,4,E,18_プラスチック製品製造業（別掲を除く）,1,3,3,-,3
3,46404_長島町,4,E,19_ゴム製品製造業,-,-,-,-,-
3,46404_長島町,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
3,46404_長島町,4,E,21_窯業・土石製品製造業,4,26,19,7,14
3,46404_長島町,4,E,22_鉄鋼業,-,-,-,-,-
3,46404_長島町,4,E,23_非鉄金属製造業,-,-,-,-,-
3,46404_長島町,4,E,24_金属製品製造業,-,-,-,-,-
3,46404_長島町,4,E,25_はん用機械器具製造業,-,-,-,-,-
3,46404_長島町,4,E,26_生産用機械器具製造業,-,-,-,-,-
3,46404_長島町,4,E,27_業務用機械器具製造業,-,-,-,-,-
3,46404_長島町,4,E,28_電子部品・デバイス・電子回路製造業,1,7,6,1,7
3,46404_長島町,4,E,29_電気機械器具製造業,-,-,-,-,-
3,46404_長島町,4,E,30_情報通信機械器具製造業,-,-,-,-,-
3,46404_長島町,4,E,31_輸送用機械器具製造業,3,5,4,1,1
3,46404_長島町,4,E,32_その他の製造業,2,4,3,1,-
3,46404_長島町,2,F,F_電気・ガス・熱供給・水道業,2,3,2,1,3
3,46404_長島町,4,F,33_電気業,2,3,2,1,3
3,46404_長島町,4,F,34_ガス業,-,-,-,-,-
3,46404_長島町,4,F,35_熱供給業,-,-,-,-,-
3,46404_長島町,4,F,36_水道業,-,-,-,-,-
3,46404_長島町,2,G,G_情報通信業,1,1,1,-,-
3,46404_長島町,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,-,-,-,-,-
3,46404_長島町,4,G1,37_通信業,-,-,-,-,-
3,46404_長島町,4,G1,38_放送業,-,-,-,-,-
3,46404_長島町,4,G1,41_映像・音声・文字情報制作業,-,-,-,-,-
3,46404_長島町,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,1,1,1,-,-
3,46404_長島町,4,G2,39_情報サービス業,-,-,-,-,-
3,46404_長島町,4,G2,40_インターネット附随サービス業,1,1,1,-,-
3,46404_長島町,2,H,H_運輸業，郵便業,17,110,83,27,80
3,46404_長島町,4,H,42_鉄道業,-,-,-,-,-
3,46404_長島町,4,H,43_道路旅客運送業,2,13,12,1,4
3,46404_長島町,4,H,44_道路貨物運送業,7,69,51,18,60
3,46404_長島町,4,H,45_水運業,8,28,20,8,16
3,46404_長島町,4,H,46_航空運輸業,-,-,-,-,-
3,46404_長島町,4,H,47_倉庫業,-,-,-,-,-
3,46404_長島町,4,H,48_運輸に附帯するサービス業,-,-,-,-,-
3,46404_長島町,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
3,46404_長島町,2,I,I_卸売業，小売業,101,533,293,240,377
3,46404_長島町,3,I1,I1_卸売業,16,193,124,69,172
3,46404_長島町,4,I1,50_各種商品卸売業,-,-,-,-,-
3,46404_長島町,4,I1,51_繊維・衣服等卸売業,-,-,-,-,-
3,46404_長島町,4,I1,52_飲食料品卸売業,7,152,90,62,135
3,46404_長島町,4,I1,53_建築材料，鉱物・金属材料等卸売業,2,9,7,2,8
3,46404_長島町,4,I1,54_機械器具卸売業,1,2,2,-,2
3,46404_長島町,4,I1,55_その他の卸売業,6,30,25,5,27
3,46404_長島町,3,I2,I2_小売業,85,340,169,171,205
3,46404_長島町,4,I2,56_各種商品小売業,1,2,2,-,1
3,46404_長島町,4,I2,57_織物・衣服・身の回り品小売業,3,10,3,7,3
3,46404_長島町,4,I2,58_飲食料品小売業,41,187,74,113,112
3,46404_長島町,4,I2,59_機械器具小売業,9,20,13,7,7
3,46404_長島町,4,I2,60_その他の小売業,27,106,67,39,72
3,46404_長島町,4,I2,61_無店舗小売業,4,15,10,5,10
3,46404_長島町,2,J,J_金融業，保険業,6,23,13,8,21
3,46404_長島町,4,J,62_銀行業,-,-,-,-,-
3,46404_長島町,4,J,63_協同組織金融業,5,19,11,6,19
3,46404_長島町,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
3,46404_長島町,4,J,65_金融商品取引業，商品先物取引業,-,-,-,-,-
3,46404_長島町,4,J,66_補助的金融業等,-,-,-,-,-
3,46404_長島町,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,1,4,2,2,2
3,46404_長島町,2,K,K_不動産業，物品賃貸業,6,20,12,8,4
3,46404_長島町,3,K1,K1_不動産業,5,16,9,7,1
3,46404_長島町,4,K1,68_不動産取引業,1,1,-,1,1
3,46404_長島町,4,K1,69_不動産賃貸業・管理業,4,15,9,6,-
3,46404_長島町,3,K2,K2_物品賃貸業,1,4,3,1,3
3,46404_長島町,4,K2,70_物品賃貸業,1,4,3,1,3
3,46404_長島町,2,L,L_学術研究，専門・技術サービス業,9,163,53,110,157
3,46404_長島町,4,L,71_学術・開発研究機関,1,3,2,1,3
3,46404_長島町,4,L,72_専門サービス業（他に分類されないもの）,5,8,6,2,4
3,46404_長島町,4,L,73_広告業,-,-,-,-,-
3,46404_長島町,4,L,74_技術サービス業（他に分類されないもの）,3,152,45,107,150
3,46404_長島町,2,M,M_宿泊業，飲食サービス業,33,128,57,71,74
3,46404_長島町,3,M1,M1_宿泊業,9,52,24,28,33
3,46404_長島町,4,M1,75_宿泊業,9,52,24,28,33
3,46404_長島町,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,24,76,33,43,41
3,46404_長島町,4,M2,76_飲食店,22,70,33,37,37
3,46404_長島町,4,M2,77_持ち帰り・配達飲食サービス業,2,6,-,6,4
3,46404_長島町,2,N,N_生活関連サービス業，娯楽業,29,59,28,31,14
3,46404_長島町,4,N,78_洗濯・理容・美容・浴場業,25,43,17,26,7
3,46404_長島町,4,N,79_その他の生活関連サービス業,3,15,10,5,7
3,46404_長島町,4,N,80_娯楽業,1,1,1,-,-
3,46404_長島町,2,O,O_教育，学習支援業,2,58,7,51,50
3,46404_長島町,3,O1,O1_教育，学習支援業（学校教育）,2,58,7,51,50
3,46404_長島町,4,O1,81_学校教育,2,58,7,51,50
3,46404_長島町,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,-,-,-,-,-
3,46404_長島町,4,O2,82_その他の教育，学習支援業,-,-,-,-,-
3,46404_長島町,2,P,P_医療，福祉,22,439,168,271,379
3,46404_長島町,4,P,83_医療業,8,94,27,67,80
3,46404_長島町,4,P,84_保健衛生,-,-,-,-,-
3,46404_長島町,4,P,85_社会保険・社会福祉・介護事業,14,345,141,204,299
3,46404_長島町,2,Q,Q_複合サービス事業,15,88,54,34,84
3,46404_長島町,3,Q1,Q1_複合サービス事業（郵便局）,10,31,15,16,27
3,46404_長島町,4,Q1,86_郵便局,10,31,15,16,27
3,46404_長島町,3,Q2,Q2_複合サービス事業（協同組合）,5,57,39,18,57
3,46404_長島町,4,Q2,87_協同組合（他に分類されないもの）,5,57,39,18,57
3,46404_長島町,2,R,R_サービス業（他に分類されないもの）,37,136,81,55,98
3,46404_長島町,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,18,76,41,35,65
3,46404_長島町,4,R1,93_政治・経済・文化団体,6,55,28,27,54
3,46404_長島町,4,R1,94_宗教,12,21,13,8,11
3,46404_長島町,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,19,60,40,20,33
3,46404_長島町,4,R2,88_廃棄物処理業,6,36,26,10,24
3,46404_長島町,4,R2,89_自動車整備業,7,14,9,5,3
3,46404_長島町,4,R2,90_機械等修理業（別掲を除く）,3,4,3,1,-
3,46404_長島町,4,R2,91_職業紹介・労働者派遣業,-,-,-,-,-
3,46404_長島町,4,R2,92_その他の事業サービス業,3,6,2,4,6
3,46404_長島町,4,R2,95_その他のサービス業,-,-,-,-,-
3,46452_湧水町,1,AR,AR_全産業（S_公務を除く）,454,"3,325","1,686","1,638","2,673"
3,46452_湧水町,1,AB,AB_農林漁業,26,204,140,64,146
3,46452_湧水町,2,A,A_農業，林業,26,204,140,64,146
3,46452_湧水町,4,A,01_農業,20,121,69,52,90
3,46452_湧水町,4,A,02_林業,6,83,71,12,56
3,46452_湧水町,2,B,B_漁業,-,-,-,-,-
3,46452_湧水町,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
3,46452_湧水町,4,B,04_水産養殖業,-,-,-,-,-
3,46452_湧水町,1,CR,CR_非農林漁業（S_公務を除く）,428,"3,121","1,546","1,574","2,527"
3,46452_湧水町,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
3,46452_湧水町,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
3,46452_湧水町,2,D,D_建設業,48,326,270,56,213
3,46452_湧水町,4,D,06_総合工事業,30,231,186,45,147
3,46452_湧水町,4,D,07_職別工事業（設備工事業を除く）,13,81,76,5,62
3,46452_湧水町,4,D,08_設備工事業,5,14,8,6,4
3,46452_湧水町,2,E,E_製造業,39,599,391,208,551
3,46452_湧水町,4,E,09_食料品製造業,8,19,12,7,8
3,46452_湧水町,4,E,10_飲料・たばこ・飼料製造業,4,12,9,3,3
3,46452_湧水町,4,E,11_繊維工業,1,50,8,42,48
3,46452_湧水町,4,E,12_木材・木製品製造業（家具を除く）,7,44,34,10,38
